proc #,saddle energy,prefactor,product,product energy,product prefactor,barrier,rate,repeats
0,-1770.79704,4.75268e+11,14,-1770.85405,6.67325e+11,0.00509,3.90329e+11,5
1,-1770.74163,1.00000e+12,-1,-1770.74573,1.00000e+12,0.06050,9.62874e+10,3
2,-1770.71879,1.00000e+12,-1,-1770.72112,1.00000e+12,0.08334,3.98040e+10,2
3,-1770.29898,1.00000e+12,-1,-1770.33105,1.00000e+12,0.50315,3.52735e+03,3
4,-1770.29508,1.00000e+12,-1,-1770.33843,1.00000e+12,0.50705,3.03371e+03,3
5,-1770.75250,1.00000e+12,-1,-1770.75701,1.00000e+12,0.04963,1.46619e+11,1
6,-1770.57270,1.00000e+12,-1,-1770.79204,1.00000e+12,0.22943,1.39887e+08,1
7,-1770.61464,1.00000e+12,-1,-1772.99347,1.00000e+12,0.18749,7.08570e+08,8
8,-1770.74118,1.00000e+12,18,-1770.74325,1.00000e+12,0.06095,9.46505e+10,1
9,-1770.61074,1.00000e+12,-1,-1771.69194,1.00000e+12,0.19139,6.09244e+08,4
10,-1770.79634,1.00000e+12,-1,-1770.85463,1.00000e+12,0.00579,7.99255e+11,3
11,-1770.55386,1.00000e+12,-1,-1770.73373,1.00000e+12,0.24827,6.74925e+07,0
12,-1770.55510,1.00000e+12,-1,-1770.80806,1.00000e+12,0.24703,7.08192e+07,0
